symbol,name,naive_pred_eps,year,market,q2_rev,q2_margin,q2_eps,q3_rev_total,target_eps
1732,毛寶,0.11283139429664155,2024,sii,152387.0,0.033388674886965425,0.12,143432.0,0.08
2392,正崴,1.0263386201223832,2024,sii,21450241.0,0.021175845996322374,0.57,24831163.0,1.49
2415,錩新,0.07103823645275233,2024,sii,555082.0,0.010461517397429568,0.14,611139.0,0.49
1713,國化,1.5496207787824623,2024,sii,153024.0,2.2203249163529906,2.25,105353.0,0.31
1434,福懋,0.13395508336261666,2024,sii,7623397.0,0.03182478887036842,0.14,7090994.0,0.57
3419,譁裕,-0.13798082456803085,2024,sii,400698.0,-0.04694807560806393,-0.16,354093.0,-0.51
4989,榮科,-0.04060081392368718,2024,sii,918323.0,-0.007856712725261155,-0.05,711982.0,-0.92
6838,台新藥,-0.5867970587496445,2024,sii,5328.0,-18.16891891891892,-0.72,4333.0,-0.29
1560,中砂,1.9216477614603835,2024,sii,1731114.0,0.14999127729311876,1.75,1859597.0,1.96
1806,冠軍,0.014170574976125415,2024,sii,830360.0,0.006250301074232863,0.01,885117.0,0.18
1201,味全,0.2255279145159503,2024,sii,5905868.0,0.017542213947213177,0.2,6506095.0,0.28
1231,聯華食,0.9567546171750138,2024,sii,2650340.0,0.08152350264494367,0.87,3184220.0,0.66
2013,中鋼構,0.7109231633233795,2024,sii,4723096.0,0.02907732555086748,0.69,4889880.0,0.72
2368,金像電,3.372172019574938,2024,sii,9573005.0,0.1588511653341871,3.13,10441015.0,3.27
3032,偉訓,2.0093479749369956,2024,sii,1783707.0,0.14190222945808925,1.92,1604134.0,0.62
6426,統新,-0.8023324590417442,2024,sii,77957.0,-0.4109958053798889,-0.84,75176.0,-1.02
6706,惠特,-2.104097854285118,2024,sii,169049.0,-0.7268898366745736,-1.67,212980.0,-1.36
8213,志超,0.727646285656988,2024,sii,4748497.0,0.042473860676336114,0.79,4646825.0,0.73
1710,東聯,-0.036474316740805826,2024,sii,6496668.0,-0.004943918944295753,0.01,6534374.0,0.06
6024,群益期,2.0380414519310706,2024,sii,644239.0,0.5309504702447384,1.63,807760.0,1.65
