year,symbol,name,q2_rev,q2_margin,q2_eps,capital,rev_m7,rev_m8,rev_m9,ly_rev_m7,ly_rev_m8,ly_rev_m9,ly_q3_eps,target_eps,rev_yoy_m7,rev_yoy_m8,rev_yoy_m9,rel_momentum_m8
2021,9927,泰銘,2413898.0,0.07404455366382506,0.86,2091482.0,791022.0,661035.0,639194.0,747743.0,687266.0,792545.0,0.94,1.08,0.05787951207834774,-0.03816717253581581,-0.19349185219766696,0.9092082949735298
2021,4967,十銓,1955111.0,0.0741804429518324,1.7,913697.0,518791.0,538421.0,721279.0,607878.0,657472.0,805719.0,-1.09,-2.6,-0.14655407828544542,-0.18107387082643822,-0.10480080524351543,0.959552454745295
2021,1529,樂事綠能,128198.0,0.408953337805582,0.54,959680.0,14822.0,35320.0,56280.0,51559.0,127794.0,52072.0,0.41,0.39,-0.7125235167478035,-0.7236176972314818,0.08081118451375024,0.9614083894509529
2021,2032,新鋼,876012.0,0.07118738099478089,0.47,1305215.0,314654.0,260502.0,293255.0,298767.0,280860.0,293646.0,0.24,0.44,0.053175216807746395,-0.07248451185644089,-0.0013315352499267963,0.8806848787753746
2021,3058,立德,1188126.0,-0.1149381462908816,-0.87,1619374.0,418502.0,431714.0,454928.0,385459.0,386684.0,388292.0,-0.14,-0.34,0.08572377347525939,0.11645167630416564,0.1716131159024652,1.0283017684420324
2021,5283,禾聯碩,1829641.0,0.15093015515065525,3.78,730004.0,677277.0,611845.0,420727.0,828370.0,651556.0,461258.0,4.88,3.18,-0.1823979622632399,-0.06094794614737642,-0.08787056267858773,1.1485441700366288
2021,3543,州巧,815522.0,0.03493958470770868,0.33,892631.0,301059.0,339867.0,318762.0,286186.0,288203.0,314979.0,-4.98,0.27,0.05196969802855489,0.17926253370020429,0.012010324497823577,1.121004279790761
2021,2201,裕隆,17911454.0,0.09468081150754148,0.96,10000000.0,6404891.0,6219970.0,6762173.0,8250370.0,6567852.0,6810349.0,1.04,1.14,-0.22368439233634374,-0.05296739329692568,-0.00707393996988992,1.2199066943316978
2021,1726,永記,2174720.0,0.09372976751030018,1.26,1620000.0,717208.0,727220.0,733270.0,669485.0,594184.0,731228.0,1.39,1.36,0.07128315048134004,0.22389697467451164,0.0027925626480387322,1.142458904655226
2021,1907,永豐餘,22550442.0,0.1201859369319679,1.02,16603715.0,6959305.0,5862959.0,6964142.0,6012155.0,6140800.0,6635793.0,1.33,0.78,0.15753918520064758,-0.04524508207399691,0.0494815013066261,0.8248143390156645
2021,3036,文曄,102096389.0,0.019570574626297507,2.53,9266280.0,36346555.0,40457022.0,42301092.0,28050163.0,27435829.0,36376047.0,1.51,2.85,0.2957698320683555,0.4746054146933194,0.16288314670365356,1.1380149299659956
2021,2028,威致,3225944.0,0.1304362381988032,1.29,3257148.0,1377514.0,1089613.0,1060973.0,758568.0,616369.0,809010.0,0.61,1.51,0.8159400343805696,0.7677933186127142,0.31144608842906774,0.9734866158263432
2021,6277,宏正,1220718.0,0.10888427957972276,1.09,1194711.0,393092.0,449460.0,427943.0,394441.0,424922.0,400679.0,1.37,1.21,-0.003420029865049523,0.057747068873816865,0.06804449447063599,1.0613770099459088
2021,1538,正峰,71605.0,-0.18585294323022136,-0.5,264105.0,20779.0,16692.0,23229.0,25752.0,25726.0,15721.0,0.54,-0.67,-0.1931112146629388,-0.3511622483091036,0.47757776222886594,0.8041229020426375
2021,6117,迎廣,579592.0,-0.04162755869646234,-0.23,886500.0,200415.0,184004.0,245178.0,236612.0,170611.0,207718.0,-0.15,0.13,-0.152980406741839,0.07850021393696771,0.18034065415611544,1.273288389691659
2021,3712,永崴投控,1710322.0,0.01727744834013712,0.12,2462421.0,680704.0,732745.0,939978.0,351008.0,546959.0,634603.0,-0.04,0.43,0.9392834351353816,0.33967079799399946,0.48120636051200516,0.6908071165473947
2021,2901,欣欣,17767.0,-0.1960938819159115,-0.05,730433.0,4808.0,6422.0,7680.0,8642.0,9462.0,8876.0,0.06,-0.02,-0.4436473038648461,-0.321285140562249,-0.13474538080216314,1.2199363176499674
2021,2308,台達電,78769884.0,0.10236751142098927,2.93,25975433.0,26377260.0,25923957.0,27344955.0,25782308.0,25092922.0,26804451.0,3.23,2.45,0.02307597907836656,0.03311830324104936,0.02016471070420356,1.009815814629652
2021,9934,成霖,4866317.0,0.01619068383748942,0.22,3581640.0,1659018.0,1554146.0,1672492.0,1597663.0,1508969.0,1694772.0,0.48,0.01,0.038402967334162375,0.02993898483003954,-0.013146311126216337,0.9918490386002536
2021,2739,寒舍,414060.0,-0.627843790754963,-2.33,1115260.0,71974.0,103652.0,144543.0,241124.0,249002.0,261824.0,-0.27,-2.18,-0.7015062789270251,-0.5837302511626412,-0.44793830970422877,1.3945678567074125
2021,1522,堤維西,4177428.0,-0.00037223861189229356,-0.04,3128979.0,1371797.0,1324818.0,1436901.0,1320186.0,1260148.0,1230277.0,0.28,0.02,0.03909373376175784,0.05131936883604138,0.16794916917084524,1.0117656710622478
2021,1618,合機,753052.0,0.07221148074767746,0.23,2408647.0,153537.0,143424.0,170373.0,505642.0,276791.0,443209.0,0.63,0.2,-0.6963523599700974,-0.4818328630627441,-0.6155921923968151,1.7064751001727787
